datetime;CO(GT);NO2(GT)
2004-03-10 18:00:00;0,211864406779661;0,32840236686390534
2004-03-10 19:00:00;0,16101694915254236;0,26627218934911245
2004-03-10 20:00:00;0,17796610169491525;0,33136094674556216
2004-03-10 21:00:00;0,17796610169491525;0,3550295857988166
2004-03-10 22:00:00;0,1271186440677966;0,33727810650887574
2004-03-10 23:00:00;0,09322033898305083;0,2781065088757397
2004-03-11 00:00:00;0,09322033898305083;0,22189349112426035
2004-03-11 01:00:00;0,07627118644067796;0,21893491124260353
2004-03-11 02:00:00;0,06779661016949153;0,17159763313609466
2004-03-11 03:00:00;0,0423728813559322;0,1331360946745562
2004-03-11 04:00:00;0,04661016949152542;0,09467455621301775
2004-03-11 05:00:00;0,05084745762711864;0,07692307692307691
2004-03-11 06:00:00;0,05084745762711864;0,13609467455621302
2004-03-11 07:00:00;0,0847457627118644;0,23668639053254437
2004-03-11 08:00:00;0,16101694915254236;0,3254437869822485
2004-03-11 09:00:00;0,17796610169491525;0,29289940828402367
2004-03-11 10:00:00;0,13559322033898302;0,28402366863905326
2004-03-11 11:00:00;0,11864406779661016;0,26627218934911245
2004-03-11 12:00:00;0,1271186440677966;0,27514792899408286
2004-03-11 13:00:00;0,15254237288135591;0,3254437869822485
2004-03-11 14:00:00;0,23728813559322032;0,3727810650887574
2004-03-11 15:00:00;0,17796610169491525;0,36686390532544383
2004-03-11 16:00:00;0,17796610169491525;0,3816568047337278
2004-03-11 17:00:00;0,23728813559322032;0,39349112426035504
2004-03-11 18:00:00;0,3983050847457627;0,44082840236686394
2004-03-11 19:00:00;0,576271186440678;0,5029585798816567
2004-03-11 20:00:00;0,5084745762711864;0,4822485207100592
2004-03-11 21:00:00;0,3220338983050847;0,39644970414201186
2004-03-11 22:00:00;0,11864406779661016;0,2455621301775148
2004-03-11 23:00:00;0,07627118644067796;0,15088757396449703
2004-03-12 00:00:00;0,13559322033898302;0,28106508875739644
2004-03-12 01:00:00;0,15254237288135591;0,31952662721893493
2004-03-12 02:00:00;0,11016949152542371;0,26331360946745563
2004-03-12 03:00:00;0,059322033898305086;0,17603550295857986
2004-03-12 04:00:00;0,05084745762711864;0,08875739644970414
2004-03-12 05:00:00;0,0423728813559322;0,1242603550295858
2004-03-12 06:00:00;0,059322033898305086;0,20414201183431951
2004-03-12 07:00:00;0,11016949152542371;0,3017751479289941
2004-03-12 08:00:00;0,364406779661017;0,41124260355029585
2004-03-12 09:00:00;0,3093220338983051;0,3831360946745562
2004-03-12 10:00:00;0,25423728813559326;0,3550295857988166
2004-03-12 11:00:00;0,22033898305084745;0,4171597633136095
2004-03-12 12:00:00;0,1694915254237288;0,32840236686390534
2004-03-12 13:00:00;0,20338983050847456;0,33727810650887574
2004-03-12 14:00:00;0,22033898305084745;0,35798816568047337
2004-03-12 15:00:00;0,23728813559322032;0,36686390532544383
2004-03-12 16:00:00;0,22881355932203387;0,34911242603550297
2004-03-12 17:00:00;0,19491525423728812;0,34615384615384615
2004-03-12 18:00:00;0,3220338983050847;0,4349112426035503
2004-03-12 19:00:00;0,3050847457627119;0,4230769230769231
2004-03-12 20:00:00;0,5508474576271186;0,49704142011834324
2004-03-12 21:00:00;0,364406779661017;0,4349112426035503
2004-03-12 22:00:00;0,288135593220339;0,40532544378698226
2004-03-12 23:00:00;0,4491525423728814;0,3905325443786982
2004-03-13 00:00:00;0,22033898305084745;0,32840236686390534
2004-03-13 01:00:00;0,15254237288135591;0,28106508875739644
2004-03-13 02:00:00;0,1271186440677966;0,23668639053254437
2004-03-13 03:00:00;0,13559322033898302;0,23816568047337278
2004-03-13 04:00:00;0,1059322033898305;0,23964497041420119
2004-03-13 05:00:00;0,07627118644067796;0,18639053254437868
2004-03-13 06:00:00;0,09322033898305083;0,17159763313609466
2004-03-13 07:00:00;0,11864406779661016;0,22189349112426035
2004-03-13 08:00:00;0,22033898305084745;0,2781065088757397
2004-03-13 09:00:00;0,3050847457627119;0,34615384615384615
2004-03-13 10:00:00;0,2627118644067797;0,36686390532544383
2004-03-13 11:00:00;0,3389830508474576;0,46153846153846156
2004-03-13 12:00:00;0,29661016949152547;0,47041420118343197
2004-03-13 13:00:00;0,22881355932203387;0,3609467455621302
2004-03-13 14:00:00;0,16101694915254236;0,2958579881656805
2004-03-13 15:00:00;0,16101694915254236;0,33727810650887574
2004-03-13 16:00:00;0,20338983050847456;0,3609467455621302
2004-03-13 17:00:00;0,18644067796610167;0,363905325443787
2004-03-13 18:00:00;0,2627118644067797;0,43195266272189353
2004-03-13 19:00:00;0,3474576271186441;0,4822485207100592
2004-03-13 20:00:00;0,3474576271186441;0,47041420118343197
2004-03-13 21:00:00;0,3474576271186441;0,4644970414201184
2004-03-13 22:00:00;0,25423728813559326;0,4171597633136095
2004-03-13 23:00:00;0,211864406779661;0,378698224852071
2004-03-14 00:00:00;0,23728813559322032;0,37573964497041423
2004-03-14 01:00:00;0,22881355932203387;0,34615384615384615
2004-03-14 02:00:00;0,20338983050847456;0,3017751479289941
2004-03-14 03:00:00;0,19491525423728812;0,2692307692307693
2004-03-14 04:00:00;0,14406779661016947;0,23668639053254437
2004-03-14 05:00:00;0,09322033898305083;0,20118343195266272
2004-03-14 06:00:00;0,07627118644067796;0,1804733727810651
2004-03-14 07:00:00;0,06779661016949153;0,1923076923076923
2004-03-14 08:00:00;0,11016949152542371;0,24260355029585798
2004-03-14 09:00:00;0,1271186440677966;0,23964497041420119
2004-03-14 10:00:00;0,17796610169491525;0,28402366863905326
2004-03-14 11:00:00;0,22881355932203387;0,33136094674556216
2004-03-14 12:00:00;0,22881355932203387;0,34615384615384615
2004-03-14 13:00:00;0,16101694915254236;0,3017751479289941
2004-03-14 14:00:00;0,1440677966101695;0,2958579881656805
2004-03-14 15:00:00;0,15254237288135591;0,31065088757396453
2004-03-14 16:00:00;0,24576271186440676;0,37573964497041423
2004-03-14 17:00:00;0,23728813559322032;0,3727810650887574
2004-03-14 18:00:00;0,20338983050847456;0,3520710059171598
2004-03-14 19:00:00;0,3813559322033898;0,45857988165680474
2004-03-14 20:00:00;0,4915254237288136;0,5059171597633135
2004-03-14 21:00:00;0,2796610169491525;0,4260355029585799
2004-03-14 22:00:00;0,1694915254237288;0,3520710059171598
2004-03-14 23:00:00;0,17796610169491525;0,34615384615384615
2004-03-15 00:00:00;0,1440677966101695;0,2869822485207101
2004-03-15 01:00:00;0,1440677966101695;0,2692307692307693
2004-03-15 02:00:00;0,1440677966101695;0,25443786982248523
2004-03-15 03:00:00;0,0847457627118644;0,22928994082840237
2004-03-15 04:00:00;0,08050847457627118;0,20414201183431951
2004-03-15 05:00:00;0,07627118644067796;0,21301775147928995
2004-03-15 06:00:00;0,11016949152542371;0,23076923076923075
2004-03-15 07:00:00;0,17796610169491525;0,25739644970414205
2004-03-15 08:00:00;0,4576271186440678;0,33136094674556216
2004-03-15 09:00:00;0,6779661016949152;0,4349112426035503
2004-03-15 10:00:00;0,4830508474576271;0,45857988165680474
2004-03-15 11:00:00;0,3474576271186441;0,45266272189349116
2004-03-15 12:00:00;0,25423728813559326;0,3905325443786982
2004-03-15 13:00:00;0,23728813559322032;0,34615384615384615
2004-03-15 14:00:00;0,23728813559322032;0,32248520710059175
2004-03-15 15:00:00;0,20338983050847456;0,3017751479289941
2004-03-15 16:00:00;0,18644067796610167;0,2869822485207101
2004-03-15 17:00:00;0,22881355932203387;0,31952662721893493
2004-03-15 18:00:00;0,5084745762711864;0,4733727810650888
2004-03-15 19:00:00;0,6694915254237288;0,5473372781065088
2004-03-15 20:00:00;0,5423728813559322;0,4822485207100592
2004-03-15 21:00:00;0,3474576271186441;0,4230769230769231
2004-03-15 22:00:00;0,2627118644067797;0,363905325443787
2004-03-15 23:00:00;0,11016949152542371;0,29289940828402367
2004-03-16 00:00:00;0,1694915254237288;0,2988165680473373
2004-03-16 01:00:00;0,09322033898305083;0,25443786982248523
2004-03-16 02:00:00;0,059322033898305086;0,17455621301775148
2004-03-16 03:00:00;0,05084745762711864;0,17159763313609466
2004-03-16 04:00:00;0,04661016949152542;0,16863905325443787
2004-03-16 05:00:00;0,0423728813559322;0,14792899408284024
2004-03-16 06:00:00;0,06779661016949153;0,1834319526627219
2004-03-16 07:00:00;0,10169491525423728;0,20118343195266272
2004-03-16 08:00:00;0,2796610169491525;0,28106508875739644
2004-03-16 09:00:00;0,3050847457627119;0,27514792899408286
2004-03-16 10:00:00;0,4406779661016949;0,4378698224852071
2004-03-16 11:00:00;0,3389830508474576;0,4733727810650888
2004-03-16 12:00:00;0,2711864406779661;0,44970414201183434
2004-03-16 13:00:00;0,3305084745762712;0,47041420118343197
2004-03-16 14:00:00;0,3135593220338983;0,47041420118343197
2004-03-16 15:00:00;0,22881355932203387;0,3727810650887574
2004-03-16 16:00:00;0,23728813559322032;0,37573964497041423
2004-03-16 17:00:00;0,23728813559322032;0,38757396449704146
2004-03-16 18:00:00;0,2796610169491525;0,40532544378698226
2004-03-16 19:00:00;0,3220338983050847;0,3994082840236687
2004-03-16 20:00:00;0,2627118644067797;0,4171597633136095
2004-03-16 21:00:00;0,423728813559322;0,5177514792899408
2004-03-16 22:00:00;0,211864406779661;0,40236686390532544
2004-03-16 23:00:00;0,13559322033898302;0,34023668639053256
2004-03-17 00:00:00;0,13559322033898302;0,31065088757396453
2004-03-17 01:00:00;0,09322033898305083;0,2603550295857988
2004-03-17 02:00:00;0,06779661016949153;0,22781065088757396
2004-03-17 03:00:00;0,05084745762711864;0,1997041420118343
2004-03-17 04:00:00;0,0423728813559322;0,17159763313609466
2004-03-17 05:00:00;0,03389830508474576;0,11242603550295857
2004-03-17 06:00:00;0,03389830508474576;0,15088757396449703
2004-03-17 07:00:00;0,1271186440677966;0,24260355029585798
2004-03-17 08:00:00;0,3389830508474576;0,3136094674556213
2004-03-17 09:00:00;0,5508474576271186;0,3698224852071006
2004-03-17 10:00:00;0,3559322033898305;0,3905325443786982
2004-03-17 11:00:00;0,23728813559322032;0,39349112426035504
2004-03-17 12:00:00;0,20338983050847456;0,41420118343195267
2004-03-17 13:00:00;0,22881355932203387;0,4467455621301775
2004-03-17 14:00:00;0,211864406779661;0,35798816568047337
2004-03-17 15:00:00;0,16101694915254236;0,3017751479289941
2004-03-17 16:00:00;0,23728813559322032;0,37573964497041423
2004-03-17 17:00:00;0,20338983050847456;0,33136094674556216
2004-03-17 18:00:00;0,4152542372881356;0,46153846153846156
2004-03-17 19:00:00;0,635593220338983;0,5680473372781064
2004-03-17 20:00:00;0,5593220338983051;0,5325443786982248
2004-03-17 21:00:00;0,4745762711864407;0,5266272189349112
2004-03-17 22:00:00;0,22881355932203387;0,39644970414201186
2004-03-17 23:00:00;0,211864406779661;0,3698224852071006
2004-03-18 00:00:00;0,18644067796610167;0,33727810650887574
2004-03-18 01:00:00;0,11016949152542371;0,31065088757396453
2004-03-18 02:00:00;0,07627118644067796;0,25443786982248523
2004-03-18 03:00:00;0,05084745762711864;0,23964497041420119
2004-03-18 04:00:00;0,04661016949152542;0,22485207100591714
2004-03-18 05:00:00;0,0423728813559322;0,16272189349112426
2004-03-18 06:00:00;0,05084745762711864;0,20414201183431951
2004-03-18 07:00:00;0,11864406779661016;0,2455621301775148
2004-03-18 08:00:00;0,3898305084745763;0,3609467455621302
2004-03-18 09:00:00;0,5508474576271186;0,44082840236686394
2004-03-18 10:00:00;0,3728813559322034;0,4378698224852071
2004-03-18 11:00:00;0,22881355932203387;0,4437869822485207
2004-03-18 12:00:00;0,17796610169491525;0,40532544378698226
2004-03-18 13:00:00;0,17796610169491525;0,38757396449704146
2004-03-18 14:00:00;0,18644067796610167;0,36686390532544383
2004-03-18 15:00:00;0,17796610169491525;0,3727810650887574
2004-03-18 16:00:00;0,22881355932203387;0,4940828402366864
2004-03-18 17:00:00;0,22033898305084745;0,4349112426035503
2004-03-18 18:00:00;0,3050847457627119;0,4556213017751479
2004-03-18 19:00:00;0,423728813559322;0,4911242603550296
2004-03-18 20:00:00;0,423728813559322;0,514792899408284
2004-03-18 21:00:00;0,2627118644067797;0,39349112426035504
2004-03-18 22:00:00;0,1694915254237288;0,3520710059171598
2004-03-18 23:00:00;0,13559322033898302;0,2869822485207101
2004-03-19 00:00:00;0,16101694915254236;0,3076923076923077
